시설명,시설코드,시설종류명(시설유형),시설종류상세명(시설종류),자치구(시)구분,시설장명,시군구코드,시군구명,시설주소,위도,경도
밝은지역아동센터,B9749,(아동) 지역아동센터,아동복지시설,자치구,박웅서,1150000000,강서구,서울특별시 강서구 양천로17길26-2,37.5747399576185,126.813054268231
큰미래지역아동센터,B9967,(아동) 지역아동센터,아동복지시설,자치구,최화순,1150000000,강서구,서울특별시 강서구 방화대로23길49-5,37.5643039084565,126.813701139396
교남소망의집,C0246,(장애인) 장애유형별거주시설,장애인거주시설,자치구,황규인,1150000000,강서구,서울특별시 강서구 까치산로22길 38-0,37.54830302378,126.852526352888
늘푸른나무복지관,C0421,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,정원택,1150000000,강서구,서울특별시 강서구 허준로5길 37  -0,37.5687243819877,126.85116611056
열림일터,C1081,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,황길자,1150000000,강서구,서울특별시 강서구 까치산로 136,37.5496807629829,126.851490652888
강서구수어통역센터,C1503,(장애인) 수화통역센터,장애인지역사회재활시설,자치구,김정숙,1150000000,강서구,서울특별시 강서구 발산로 404층 7~8호,37.5543304145357,126.822060999212
임마누엘화곡1공동체,C1543,(장애인) 장애인공동생활가정,장애인거주시설,자치구,장동국,1150000000,강서구,서울특별시 강서구 등촌로13다길 22-7 (화곡동),37.5357372798775,126.859076124052
임마누엘등촌1공동체,C1545,(장애인) 장애인공동생활가정,장애인거주시설,자치구,장동국,1150000000,강서구,서울특별시 강서구 화곡로66길 145-15A동 201호 (등촌동,37.5585206898694,126.861028045542
기쁜우리복지관부설주간보호시설,C1546,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,임형균,1150000000,강서구,서울특별시 강서구 허준로 65,37.5694073838255,126.848929068231
교남공동생활가정4호,C1681,(장애인) 장애인공동생활가정,장애인거주시설,자치구,황규인,1150000000,강서구,서울특별시 강서구 까치산로8길 44301호,37.5417674479512,126.846299425902
교남공동생활가정1호,C1684,(장애인) 장애인공동생활가정,장애인거주시설,자치구,황규인,1150000000,강서구,서울특별시 강서구 까치산로16길 21301호,37.5458532286272,126.848814110011
교남공동생활가정6호,C1687,(장애인) 장애인공동생활가정,장애인거주시설,자치구,황규인,1150000000,강서구,서울특별시 강서구 초록마을로8길 18-62층 1호,37.5420762344723,126.84783778597
교남공동생활가정5호,C1688,(장애인) 장애인공동생활가정,장애인거주시설,자치구,황규인,1150000000,강서구,서울특별시 강서구 화곡로31길 5-6201호,37.5438118559227,126.842665212409
우리집,C1993,(장애인) 장애인단기거주시설,장애인거주시설,자치구,원순주,1150000000,강서구,서울특별시 강서구 양천로47길 70-6,37.5734794542791,126.837488768231
나눔공동체,C2033,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김한덕,1150000000,강서구,서울특별시 강서구 등촌로13바길 59,37.5354904574069,126.85681527008
선린원,C2034,(장애인) 장애인단기거주시설,장애인거주시설,자치구,장흥섭,1150000000,강서구,서울특별시 강서구 까치산로22길 35-5,37.5488219534883,126.852816437546
푸른터,C2043,(장애인) 장애인공동생활가정,장애인거주시설,자치구,정원택,1150000000,강서구,서울특별시 강서구 초록마을로26길 35-8,37.5392704059307,126.849367639395
푸른터2호,C2044,(장애인) 장애인공동생활가정,장애인거주시설,자치구,정원택,1150000000,강서구,서울특별시 강서구 화곡로13길 20-9201호,37.5419998338911,126.849595076763
푸른터3호,C2045,(장애인) 장애인공동생활가정,장애인거주시설,자치구,정원택,1150000000,강서구,서울특별시 강서구 허준로5길 37B동 3층 (가양동)(가양동),37.5402117580901,126.848551411624
강서뇌성마비복지관,C2047,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,박세영,1150000000,강서구,서울특별시 강서구 방화대로 45길 69(방화동 452-5),37.5743570520745,126.812622641245
그라나다보호작업센터,C2050,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,김회경,1150000000,강서구,서울특별시 강서구 허준로5길 37 (가양동),37.5687583976502,126.851219754738
강서희망의집,C2057,(장애인) 장애인단기거주시설,장애인거주시설,자치구,유주경,1150000000,강서구,서울특별시 강서구 강서로34길 36,37.5435061431894,126.841455139395
주간보호센터햇볕교실,C2058,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,김상진,1150000000,강서구,서울특별시 강서구 개화동로21길 4 (방화동,37.5705323654156,126.805565785423
기쁜우리보호작업장,C2059,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,조진화,1150000000,강서구,서울특별시 강서구 허준로 65 (가양동),37.5693478569246,126.848961254738
강서구휴먼희망일터,C2066,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,이명수,1150000000,강서구,서울특별시 강서구 강서로 466우리벤처타운 102호 (등촌동),37.5670357622045,126.841393254738
파랑새교육원주간보호,C2083,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,백선영,1150000000,강서구,서울특별시 강서구 까치산로 134화곡빌딩 2층,37.542812534601,126.840174070231
화곡성모공동생활가정,C2087,(장애인) 장애인공동생활가정,장애인거주시설,자치구,이철우,1150000000,강서구,서울특별시 강서구 초록마을로24길 7-8B동 502호 (화곡동,37.5387440783226,126.851134724052
로사리아공동생활가정,C2098,(장애인) 장애인공동생활가정,장애인거주시설,자치구,이철우,1150000000,강서구,서울특별시 강서구 초록마을로24길 7-8B동 202호 (화곡동,37.5386419901815,126.851220554737
우리집주간보호,C2101,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,김기철,1150000000,강서구,서울특별시 강서구 양천로47길 70-6,37.5735049643987,126.837510225903
샬롬의 집,C2135,(장애인) 장애유형별거주시설,장애인거주시설,자치구,박기순,1150000000,강서구,서울특별시 강서구 방화대로7가길 11,37.5570911323347,126.81575067008
기쁜우리복지관,C5036,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,임형균,1150000000,강서구,서울특별시 강서구 허준로 65,37.5693733684594,126.848993441245
임마누엘등촌공동체,C7039,(장애인) 장애인공동생활가정,장애인거주시설,자치구,장동국,1150000000,강서구,서울특별시 강서구 공항대로39길 74502-902 (등촌동,37.555617610015,126.861504352888
기쁜우리체육센터,C7183,(장애인) 장애인체육시설,장애인지역사회재활시설,자치구,임형균,1150000000,강서구,서울특별시 강서구 허준로 65,37.5693733684594,126.848993441245
꿈자람터장애인주간보호센터,C7651,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,이철우,1150000000,강서구,서울특별시 강서구 공항대로43길 104등촌7종합사회복지관 (등촌동,37.5604159164347,126.850680452889
늘푸른마을,C7669,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,이동용,1150000000,강서구,서울특별시 강서구 까치산로22길 38,37.5483251362606,126.852518539395
열린마음하나,C7761,(장애인) 장애인공동생활가정,장애인거주시설,자치구,이연옥,1150000000,강서구,서울특별시 강서구 초록마을로16길 20201호,37.5413941913521,126.849562783573
구립강서구직업재활센터,C7913,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,유기학,1150000000,강서구,서울특별시 강서구 허준로 95-9외 1번지 (가양동),37.5675058692851,126.851684039396
